provider_code,name,status
DHA-F-0047042,DUBAI HEALTH CARE CITY,ACTIVE
DHA-F-0047003,DUBAI HEALTH CARE CITY,ACTIVE
DHA-F-0046919,DUBAI HEALTH CARE CITY,ACTIVE
DHA-F-0046652,DUBAI HEALTH CARE CITY - MAYO CLINIC,ACTIVE
DHA-F-0047109,DUBAI HEALTH CARE CITY 1,ACTIVE
DHA-F-0046642,DUBAI HEART CENTRE,ACTIVE
DHA-F-0046407,DUBAI HERBAL & TREATMENT CENTER,ACTIVE
DHA-F-0046984,DUBAI HOMEOPATHY HEALTH CENTER,ACTIVE
DHA-F-0046127,DUBAI INFANTS SCHOOL,ACTIVE
DHA-F-0047007,DUBAI INTERNATIONAL ACADEMY,ACTIVE
DHA-F-8361107,DUBAI INTERNATIONAL FINANCIAL CENTRE DHA,ACTIVE
DHA-F-0047012,DUBAI INTERNATIONAL PRIVATE SCHOOL- BR,ACTIVE
DHA-F-0046131,DUBAI INTERNATIONAL PVT. SCHOOL,ACTIVE
DHA-F-0046823,DUBAI KINGS PRIVATE SCHOOL,ACTIVE
DHA-F-0046886,DUBAI LIFE PHARMACY,ACTIVE
DHA-F-0047273,DUBAI LONDON CLINIC (DAY SURGERY CENTER),ACTIVE
DHA-F-0047200,DUBAI LONDON CLINIC (FESTIVAL CITY BRANCH),ACTIVE
DHA-F-0047068,DUBAI LONDON CLINIC (MURDIF BR.),ACTIVE
DHA-F-6360739,DUBAI LONDON CLINIC AND SPECIALITY HOSPITAL BRANCH,ACTIVE
DHA-F-0002395,DUBAI LONDON CLINIC AND SPECIALITY HOSPITAL BRANCH,ACTIVE
DHA-F-0002463,DUBAI LONDON CLINIC AND SPECIALTY HOSPITAL BR.,ACTIVE
DHA-F-0047481,DUBAI LONDON CLINIC BR.,ACTIVE
DHA-F-6161354,DUBAI LONDON HOSPITAL LLC,ACTIVE
DHA-F-0045446,DUBAI LONDON SPECIALTY HOSPITAL,ACTIVE
DHA-F-0047890,DUBAI MARINA NURSERY (BR- OF RAFFLES INT. SCHOOL),ACTIVE
DHA-F-0047798,DUBAI MED SPA,ACTIVE
DHA-F-00000MF,DUBAI MEDICAL FITNESS,ACTIVE
DHA-F-0045560,DUBAI MEDICAL GROUP,ACTIVE
DHA-F-0045411,DUBAI MEDICAL LABORATORY,ACTIVE
DHA-F-3503718,DUBAI MEDICAL UNIVERSITY HOSPITAL,ACTIVE
DHA-F-5630560,DUBAI MEDICAL UNIVERSITY HOSPITAL PHARMACY,ACTIVE
DHA-F-0000042,DUBAI MEDICAL VILLAGE- BR,ACTIVE
DHA-F-0046653,DUBAI METROPOLITAN HOTEL,ACTIVE
DHA-F-0046188,DUBAI MODERN EDUCATIONAL SCHOOL,ACTIVE
DHA-F-0046180,DUBAI MODERN HIGH SCHOOL,ACTIVE
DHA-F-0047618,DUBAI MODERN LABORATORY,ACTIVE
DHA-F-0000203,DUBAI MUNICIPALITY,ACTIVE
DHA-F-0046128,DUBAI NATIONAL SCHOOL (AL QUSAIS),ACTIVE
DHA-F-0047671,DUBAI NATIONAL SCHOOL(ALBARSHA),ACTIVE
DHA-F-0046309,DUBAI NOBLE OPTICALS,ACTIVE
DHA-F-0045988,DUBAI OPTICAL - AL KHALEEJ CENTRE,ACTIVE
DHA-F-0045991,DUBAI OPTICAL - CITY CENTRE,ACTIVE
DHA-F-4891005,DUBAI OPTICAL (BR),ACTIVE
DHA-F-0047060,DUBAI OPTICAL (EMIRATES MALL),ACTIVE
DHA-F-0046961,DUBAI OPTICAL (IBN BATTOTA),ACTIVE
DHA-F-0046616,DUBAI OPTICAL (PALMSTRIP)BRNCH,ACTIVE
DHA-F-0045989,DUBAI OPTICAL , BURJUMAN CENTRE,ACTIVE
DHA-F-0045990,DUBAI OPTICAL, AL FAHIDI ROAD,ACTIVE
DHA-F-0046634,DUBAI OPTICALS (B.R),ACTIVE
DHA-F-0047428,DUBAI OPTICALS (L.L.C) BR OUTLET MALL,ACTIVE
DHA-F-0047526,DUBAI OPTICALS (L.L.C) BR(DUBAI MALL),ACTIVE
DHA-F-0047336,DUBAI OPTICALS(BR. DFC),ACTIVE
DHA-F-0046142,DUBAI PEARL PVT. SCHOOL,ACTIVE
DHA-F-0045412,DUBAI PETROLEUM ESTABLISHMENT CLINIC,ACTIVE
DHA-F-000DPRC,DUBAI PHYSIO & REHAB CENTER,ACTIVE
DHA-F-0045562,DUBAI PHYSIOTHERAPY & FAMILY MEDICINE CLINIC,ACTIVE
DHA-F-0000511,DUBAI PHYSIOTHERAPY AND REHABILITATION CENTER DPRC,ACTIVE
DHA-F-0046526,DUBAI PODIATRY CENTER,ACTIVE
DHA-F-0046263,DUBAI POLICE GENERAL,ACTIVE
DHA-F-9999990,DUBAI POLICE PHARMACY,ACTIVE
DHA-F-0045413,DUBAI POLYCLINIC,ACTIVE
DHA-F-0046300,DUBAI PORTS  AUTHORITY,ACTIVE
DHA-F-0046134,DUBAI SCHOLARS PVT. SCHOOL,ACTIVE
DHA-F-0047249,DUBAI SILICON OASIS,ACTIVE
DHA-F-0047027,DUBAI SKY CLINIC DENTAL CENTER,ACTIVE
DHA-F-0046431,DUBAI SMILE DENTAL CENTER,ACTIVE
DHA-F-0001232,DUBAI SMILE DENTAL CENTRE BRANCH,ACTIVE
DHA-F-0045561,DUBAI SPECIALIZED MED. CENTER & RESEARCH LABS,ACTIVE
DHA-F-0047061,DUBAI STAR POLY CLINIC,ACTIVE
DHA-F-0046506,DUBAI TOWER MEDICAL CENTER,ACTIVE
DHA-F-0045559,DUBAI TRANSPORT COMPANY CLINIC,ACTIVE
DHA-F-0046564,DUBAI UROLOGY NEPHROLOGY CENTER,ACTIVE
DHA-F-0046678,DUBAI VISION EYE CENTER,ACTIVE
DHA-F-0046130,DUBAI WOMEN ASSOCIATION- AL BASATEEN PRIVATE NURSERY,ACTIVE
DHA-F-0047409,DUBAI WORLD (CIVIL DEFENSE),ACTIVE
DHA-F-0047083,DUBAI WORLD TRADE CENTRE,ACTIVE
DHA-F-0001167,DUBAL PHARMACY,ACTIVE
DHA-F-0045505,DULSCO MEDICAL CLINIC,ACTIVE
DHA-F-0001595,DULSCO MEDICAL CLINIC BRANCH,ACTIVE
DHA-F-0002218,DULSCO PHARMACY BR OF DULSCO LLC,ACTIVE
DHA-F-0001644,DULSCO PHARMACY LLC,ACTIVE
DHA-F-0047715,DUNE COMMUNITY PHARMACY,ACTIVE
DHA-F-0045524,DURAIYA KAMAL MEDICAL CLINIC,ACTIVE
DHA-F-7579888,DURAIYA KAMAL MEDICAL CLINIC - PHARMACY,ACTIVE
DHA-F-0046864,DUSIT THANI DUBAI,ACTIVE
DHA-F-9511226,DX BONE BONE AND JOINT EXCELLENCE CENTER (BR OF DXBONE EXCELLENCE CENTER LLC),ACTIVE
DHA-F-0002204,DXBONE EXCELLENCE CENTER LLC,ACTIVE
DHA-F-0001113,DXD DENTAL CLINIC,ACTIVE
DHA-F-7374954,DYNAMIC LIFE CLINIC LLC BRANCH,ACTIVE
DHA-F-7974281,DYNASTY CLINIC,ACTIVE
DHA-F-0047613,DYNATECH TRAINING CENTRE,ACTIVE
DHA-F-6197542,E LIVE BEAUTY SPOT DERMATOLOGY CLINIC,ACTIVE
DHA-F-0002009,EAR CARE MEDICAL CENTER LLC,ACTIVE
DHA-F-0000593,EAST HILL PHARMACY LLC,ACTIVE
DHA-F-0046028,EAST OPTICALS CO.,ACTIVE
DHA-F-0000605,EASTERN CLINICAL LABORATORIES,ACTIVE
DHA-F-0045681,EASTERN NATURAL THERAPY CLINIC,ACTIVE
DHA-F-0000344,EASY DENTAL,ACTIVE
DHA-F-0000961,EASY DENTAL BRANCH 2,ACTIVE
DHA-F-0047776,EASY PHARMACY (L.L.C),ACTIVE
DHA-F-0047704,EBRAHIM ABDULLA ALI AL SHAMSI,ACTIVE
DHA-F-0047528,EBSAAR EYE SURGERY CENTRE,ACTIVE
DHA-F-5044728,ECLIPSE CLINIC LLC,ACTIVE
DHA-F-0605563,ECLIPSE PHARMACY L.L.C,ACTIVE
DHA-F-0001925,EL ASHRAFIA PHARMACY 1,ACTIVE
DHA-F-0002249,EL ASHRAFIA PHARMACY 10,ACTIVE
​​DHA-F-0001961,EL ASHRAFIA PHARMACY 3 BR OF EL ASHRAFIA INVESTMENTS LLC​,ACTIVE
DHA-F-0002094,EL ASHRAFIA PHARMACY 4 BR OF EL ASHRAFIA INVESTMENTS LLC,ACTIVE
DHA-F-0002030,EL ASHRAFIA PHARMACY 5 BR OF EL ASHRAFIA INVESTMENTS LLC,ACTIVE
DHA-F-0002197,EL ASHRAFIA PHARMACY 6 BR OF EL ASHRAFIA INVESTMENTS LLC,ACTIVE
DHA-F-0002085,EL ASHRAFIA PHARMACY 7 BR OF EL ASHRAFIA INVESTMENT LLC,ACTIVE
DHA-F-0002202,EL ASHRAFIA PHARMACY 8 BR OF EL ASHRAFIA INVESTMENTS LLC,ACTIVE
DHA-F-0002203,EL ASHRAFIA PHARMACY 9 BR OF EL ASHRAFIA INVESTMENTS LLC,ACTIVE
DHA-F-0046286,ELAJ MEDICAL CENTER,ACTIVE
DHA-F-0046413,ELAJ PHARMACY,ACTIVE
DHA-F-2600544,ELEGANT DENTAL CLINIC LLC,ACTIVE
DHA-F-1190004,ELISTERMED PHARMACY  L.L.C,ACTIVE
DHA-F-5739289,ELISTERMED POLYCLINIC LLC,ACTIVE
DHA-F-9716216,ELITE BODY HOME POLY CLINIC L.L.C (BRANCH),ACTIVE
DHA-F-0444832,ELITE BODY HOME POLY CLINIC LLC,ACTIVE
DHA-F-8806677,ELITE INNOVATIVE HEALTH SERVICES FZ LLC,ACTIVE
DHA-F-0047998,ELITE MEDICAL CENTER L.LC,ACTIVE
DHA-F-0047991,ELITE PHARMACY,ACTIVE
DHA-F-0047711,ELITE STAR OPTICALS LLC,ACTIVE
DHA-F-0047320,ELITE STYLE POLYCLINIC,ACTIVE
DHA-F-0046244,ELIXIR MEDICAL CENTER,ACTIVE
DHA-F-0045968,ELIXIR PHARMACY,ACTIVE
DHA-F-0000120,ELO AESTHETIC CENTER L.L.C,ACTIVE
DHA-F-0047457,ELO AESTHETIC CENTRE JLT,ACTIVE
DHA-F-0047735,EMAAR HOSPITALITY GROUP L.L.C,ACTIVE
DHA-F-0047883,EMAAR HOSPITALITY GROUP L.L.C. (DISCOVERY GARDENS),ACTIVE
DHA-F-0047870,EMAAR HOTELS & RESORTS (L.L.C) ARMANI HOTEL,ACTIVE
DHA-F-0000202,EMBASSY OF BEAUTY MEDICAL SPA LLC,ACTIVE
DHA-F-0046897,EMCO BUILDING CONT.L.L.C,ACTIVE
DHA-F-5540173,EMERALD AVENUE MEDICAL CLINIC LLC,ACTIVE
DHA-F-0047040,EMERALD CITY NURSERY,ACTIVE
DHA-F-0045749,EMIMAD MEDICINES TRADING,ACTIVE
DHA-F-0045593,EMIRATES AIRLINE CLINIC,ACTIVE
DHA-F-0047415,EMIRATES AIRLINE CLINIC (BR),ACTIVE
DHA-F-0046635,EMIRATES AYURVEDIC CENTRE,ACTIVE
DHA-F-0046311,EMIRATES BRITISH NURSERY,ACTIVE
DHA-F-0002020,EMIRATES CARE PHARMACY LLC,ACTIVE
DHA-F-0047381,EMIRATES CENTRE FOR SPECIAL NEEDS,ACTIVE
DHA-F-0046818,EMIRATES CO-OPERATIVE SOCIETY (BR),ACTIVE
DHA-F-0046573,EMIRATES CRESCENT MASSAGE CENTER,ACTIVE
DHA-F-0045388,EMIRATES DIAGNOSTIC CLINIC,ACTIVE
DHA-F-0046303,EMIRATES DRIVING INSTITUTE,ACTIVE
DHA-F-0046143,EMIRATES ENGLISH SPEAKING SCHOOL,ACTIVE
DHA-F-0047406,EMIRATES EUROPEAN MEDICAL CENTRE,ACTIVE
DHA-F-0000074,EMIRATES GERMAN ORTHOPEDIC CLINIC,ACTIVE
DHA-F-0047426,EMIRATES GOLF CLUB,ACTIVE
DHA-F-0047533,EMIRATES HILLS NURSERY(BR OF RAFFLES INTERNATIONAL SCHOOL(L.L.C),ACTIVE
DHA-F-0047724,EMIRATES HOME NURSING,ACTIVE
DHA-F-0046466,EMIRATES HOSPITAL,ACTIVE
DHA-F-0002110,EMIRATES HOSPITAL CLINICS LLC PALM BR,ACTIVE
DHA-F-0002294,EMIRATES HOSPITAL DAY SURGERY AND MEDICAL CENTER LLC,ACTIVE
DHA-F-9999986,EMIRATES HOSPITAL DAY SURGERY AND MEDICAL CENTER PHARMACY,ACTIVE
DHA-F-0002138,EMIRATES HOSPITAL L.L.C,ACTIVE
DHA-F-0000776,EMIRATES HOSPITAL PHARMACY,ACTIVE
DHA-F-8722097,EMIRATES HOSPITALS AND CLINICS L.L.C BRANCH,ACTIVE
DHA-F-0002546,EMIRATES HOSPITALS AND CLINICS L.L.C. BRANCH,ACTIVE
DHA-F-1893611,EMIRATES HOSPITALS AND CLINICS LLC BRANCH,ACTIVE
DHA-F-0047850,EMIRATES HOSPITALS AND CLINICS LLC BRANCH,ACTIVE
DHA-F-0001658,EMIRATES HOSPITALS AND CLINICS LLC BRANCH,ACTIVE
DHA-F-0002004,EMIRATES HOSPITALS CLINICS BUSINESS BAY LLC,ACTIVE
DHA-F-0001119,EMIRATES HOSPITALS REHABILITATION AND HOMCARE SERVICES LLC CONVALESCENCE,ACTIVE
DHA-F-0002161,EMIRATES HOSPITALS REHABILITATION AND HOMECARE SERVICES LLC BRANCH,ACTIVE
DHA-F-8003177,EMIRATES INTEGRA MEDICAL AND SURGERY CENTRE FZ-LLC_2,ACTIVE
DHA-F-0047817,EMIRATES INTEGRATED TELECOMMUNICATIONS COMPANY CLINIC PJSC,ACTIVE
DHA-F-0046700,EMIRATES INTERNATIONAL NURSERY,ACTIVE
DHA-F-0046988,EMIRATES INTERNATIONAL PRIVATE SCHOOL (BR),ACTIVE
DHA-F-0045539,EMIRATES INTERNATIONAL SCHOOL CLINIC,ACTIVE
DHA-F-0046758,EMIRATES LIFE SCIENCE (L.L.C),ACTIVE
DHA-F-0046581,EMIRATES MEDICAL CENTER- FZ,ACTIVE
DHA-F-0047164,EMIRATES MEDICAL CENTER- FZ (BRANCH),ACTIVE
DHA-F-5089181,EMIRATES MEDICAL FITNESS CENTER,ACTIVE
DHA-F-0000137,EMIRATES NATIONAL IOL CO.LTD(ENOC)L.L.C-DUGAS BRANCH,ACTIVE
DHA-F-0047595,EMIRATES NATIONAL OIL CO.LTD.(ENOC)L.L.C.,ACTIVE
DHA-F-0046936,EMIRATES OASIS HEALTH CARE PHARMACY,ACTIVE
DHA-F-0046267,EMIRATES OPTICAL,ACTIVE
DHA-F-0046782,EMIRATES OPTICAL (AL QOZ),ACTIVE
DHA-P-0046055,EMIRATES OPTICAL (L.L.C) (BRANCH),ACTIVE
DHA-F-2785270,EMIRATES OPTICAL (L.L.C) (BRANCH),ACTIVE
DHA-F-2090126,EMIRATES OPTICAL (L.L.C) (BRANCH) AL HUDAIBA,ACTIVE
DHA-F-6083384,EMIRATES OPTICAL (L.L.C) (BRANCH) MOTOR CITY,ACTIVE
DHA-F-8497378,EMIRATES OPTICAL (L.L.C) (BRANCH) NADD AL HAMAR,ACTIVE
DHA-F-0047226,EMIRATES OPTICAL (L.L.C) MEZHAR,ACTIVE
DHA-F-9649762,EMIRATES OPTICAL (L.L.C)(BRANCH) RIGGA 1,ACTIVE
DHA-F-0046433,EMIRATES OPTICAL BRANCH,ACTIVE
DHA-F-0047808,EMIRATES OPTICAL L.L.C- BR,ACTIVE
DHA-F-0000911,EMIRATES OPTICAL L.L.C. AL MANKHOOL BRANCH,ACTIVE
DHA-F-2956447,EMIRATES PHARMACY BR,ACTIVE
DHA-F-0000223,EMIRATES PHARMACY LLC,ACTIVE
DHA-F-3613949,EMIRATES PHARMACY LLC BRANCH,ACTIVE
DHA-F-0347148,EMIRATES PHARMACY LLC BRANCH,ACTIVE
DHA-F-0001740,EMIRATES PHARMACY LLC BRANCH,ACTIVE
DHA-F-0047495,EMIRATES PRECAST CONSTRUCTION (L.L.C),ACTIVE
DHA-F-0002194,EMIRATES SPECIALITY HOSPITAL FZ LLC,ACTIVE
DHA-F-8882194,EMIRATES SPECIALITY HOSPITAL PHARMACY,ACTIVE
DHA-F-0046672,EMIRATES SPECIALIZED LABORATORY,ACTIVE
DHA-F-0002449,EMIRATES SPORTS MED CLINIC LLC,ACTIVE
DHA-F-0002071,EMIRATES STAR MEDICAL CENTER BRANCH LLC,ACTIVE
DHA-F-0046986,EMIRATES STAR MEDICAL CENTRE,ACTIVE
DHA-F-0046663,EMIRATES TOWERS HOTEL,ACTIVE
DHA-F-0045470,EMIRATES TRADING AGENCY CLINIC (ASCON),ACTIVE
DHA-F-5276991,EMORA POLY CLINIC L.L.C,ACTIVE
DHA-F-0001026,EMPIRE DENTAL CLINIC LLC,ACTIVE
DHA-F-3058344,EN VOGUE BEAUTY & MEDICAL CENTER LTD,ACTIVE
DHA-F-0047727,ENAYA HOME NURSING SERVICES,ACTIVE
DHA-F-0000899,ENAYATI HOME HEALTH CARE CENTER LLC,ACTIVE
DHA-F-3563333,ENDOCARE CLINIC FZ LLC,ACTIVE
DHA-F-3373832,ENFIELD ROYAL CLINIC LLC,ACTIVE
DHA-F-0046146,ENGLISH LANGUAGE PRIVATE SCHOOL,ACTIVE
DHA-F-1610301,ENHANCE BY MEDICLINIC (BR OF MEDICLINIC CLINICS INVESTMENT L.L.C),ACTIVE
DHA-F-0046295,ENOC,ACTIVE
DHA-F-2524978,ENT CLINIC OF EXCELLENCE FZ LLC,ACTIVE
DHA-F-8834687,ENVOGUE MEDICAL CENTER LLC,ACTIVE
DHA-F-0046370,EPSCO L.L.C.,ACTIVE
DHA-F-8252746,ERADA PHARMACY LLC BRANCH,ACTIVE
DHA-F-0047205,ESSA KHALFAN BIN KHERBASH,ACTIVE
DHA-F-0046049,ESSA PHARMACY,ACTIVE
DHA-F-0046530,ESSENSUALS AROMATHERAPY CENTER,ACTIVE
DHA-F-0000998,ESSENTIAL DENTAL CENTER,ACTIVE
DHA-F-0002493,ESTELAZA CLINIC LLC,ACTIVE
DHA-F-1749442,ESTHETIC HAVEN SKIN AND DENTAL CLINIC L.L.C,ACTIVE
DHA-F-0047505,ESTILO OPTICS,ACTIVE
DHA-F-0045495,ESTRELA HEALTH CENTER,ACTIVE
DHA-F-0047095,ETERNEL MEDSPA,ACTIVE
DHA-F-0808772,ETERNEL POLYCLINIC BRANCH,ACTIVE
DHA-F-0047809,ETERNITY MEDICINE INSTITUTE,ACTIVE
DHA-F-0047828,ETIHAD OPTICAL VISION L.L.C,ACTIVE
DHA-F-7235776,ETIHAD OPTICAL VISION LLC BRANCH,ACTIVE
DHA-F-0120600,ETIHAD OPTICAL VISION LLC BRANCH,ACTIVE
DHA-F-0001588,EUPEPSIA MEDICAL CLINIC,ACTIVE
DHA-F-0000796,EUREKA HOME HEALTH CARE CENTER,ACTIVE
DHA-F-0046917,EURO AMERICAN MEDICAL CENTER,ACTIVE
DHA-F-0045528,EURO CARE DENTAL CLINIC,ACTIVE
DHA-F-0046415,EURO HEALTH PHARMACY (L.L.C),ACTIVE
DHA-F-0000908,EURO HEALTH PHARMACY L.L.C. BRANCH,ACTIVE
DHA-F-0047820,EURO LINK SAFETY,ACTIVE
DHA-F-0046299,EURO STANDARD MEDICAL CENTER,ACTIVE
DHA-F-3672261,EUROFINS BIOMNIS MIDDLE EAST LLC,ACTIVE
DHA-F-0045414,EUROHEALTH CLINIC & DIAGNOSTIC CENTER,ACTIVE
DHA-F-0047513,EUROMED CLINIC CENTRE,ACTIVE
DHA-F-8114738,EUROPEAN UNIVERSAL CLINIC FZ LLC,ACTIVE
DHA-F-0001402,EUROPEAN VASCULAR CLINIC DMCC,ACTIVE
DHA-F-0046523,EUROPEANCARE ORTHOPAEDIC CLINIC,ACTIVE
DHA-F-0047691,EVAN LIM-PENTA CONSTRUCTION CO(L.L.C),ACTIVE
DHA-F-1749774,EVERCARE MEDICAL CENTER,ACTIVE
DHA-F-0000158,EXCEL HEALTHCARE L.L.C - BRANCH OASIS CENTER,ACTIVE
DHA-F-0000877,EXCELLENCY PHYSIOTHERAPY CENTER,ACTIVE
DHA-F-9831013,EXCEPTIONAL MEDICAL AMBULANCE AND HEALTHCARE SERVICES,ACTIVE
DHA-F-0001116,EXECUTIVE OPTICS LLC BRANCH,ACTIVE
DHA-F-0001093,EXECUTIVE OPTICS LLC BRANCH RAS ALKHOR,ACTIVE
DHA-F-0001070,EXECUTIVE OPTICS LLC JUMERAH,ACTIVE
DHA-F-0001348,EXETER MEDICAL CENTER FOR BONE AND JOINT HEALTH LL,ACTIVE
DHA-F-0000965,EXPERT MEDICAL CENTER EST LLC,ACTIVE
DHA-F-0047796,EXPERTS PHARMACY,ACTIVE
DHA-F-0047351,EXPRESS DENTAL LAB,ACTIVE
DHA-F-0047270,EXPRESSION OPTICS(L.L.C),ACTIVE
DHA-F-0047705,EXTRA LIFE PHARMACY,ACTIVE
DHA-F-0001700,EXTREME CARE POLYCLINIC,ACTIVE
DHA-F-0000602,EYE 2 EYE OPTICS TRADING,ACTIVE
DHA-F-0864121,EYE 2 EYE OPTICS TRADING LLC (BR),ACTIVE
DHA-F-6614203,EYE 2 EYE OPTICS TRADING LLC BRANCH,ACTIVE
DHA-F-6388570,EYE 2 EYE OPTICS TRADING LLC BRANCH2,ACTIVE
DHA-F-0046067,EYE CARE OPTICS INTERNATIONAL,ACTIVE
DHA-F-0048030,EYE CARE OPTICS INTERNATIONAL (L.L.C) (BRANCH),ACTIVE
DHA-F-0047580,EYE CARE OPTICS INTERNATIONAL LLC BRANCH,ACTIVE
DHA-F-8876716,EYE CONSULTANTS FZ-LLC,ACTIVE
DHA-F-887671,EYE CONSULTANTS FZ-LLC,ACTIVE
DHA-F-3321027,EYE FASHION OPTICS LLC,ACTIVE
DHA-F-0000182,EYE LINK OPTICS,ACTIVE
DHA-F-0045997,EYE LINKS OPTICALS CO.,ACTIVE
DHA-F-0046845,EYE STYLE OPTICALS,ACTIVE
DHA-F-0046595,EYE VISION,ACTIVE
DHA-F-0046934,EYE ZONE GLASSES TRADING,ACTIVE
DHA-F-0000133,EYELAND OPTICAL L.L.C,ACTIVE
DHA-F-0046808,EYEQ OPTICALS LLC,ACTIVE
DHA-F-0046314,EYES 4 ME- BRANCH,ACTIVE
DHA-F-0002380,EYEZONE BR OF EXCEL ENTERPRISES L.L.C.,ACTIVE
DHA-F-4943825,F M C MEDICAL CENTER L L C (BRANCH),ACTIVE
DHA-F-7224843,FACE CARE CLINIC L L C,ACTIVE
DHA-F-8460425,FACE LOOK OPTICALS LLC,ACTIVE
DHA-F-0001076,FAIRMONT HOTEL THE PALM - FZ,ACTIVE
DHA-F-0047113,FAISAL MOHAMED SULTAN MOHAMED ALI,ACTIVE
DHA-F-0045893,FAITH  PHARMACY (LLC),ACTIVE
DHA-F-1289492,FAITH ACACIA PHARMACY LLC,ACTIVE
DHA-F-6930572,FAITH AHLAN PHARMACY LLC,ACTIVE
DHA-F-3392934,FAITH AL KHAIL PHARMACY,ACTIVE
DHA-F-0707588,FAITH ALQOUZ PHARMACY,ACTIVE
DHA-F-6473276,FAITH CAP 1 PHARMACY L.L.C,ACTIVE
DHA-F-1779115,FAITH EUROPEAN PHARMACY LLC,ACTIVE
DHA-F-6382248,FAITH HAYAA PHARMACY LLC,ACTIVE
DHA-F-3140077,FAITH HILLS PHARMACY LLC,ACTIVE
DHA-F-9737345,FAITH JABAL MEDICAL CENTER LLC,ACTIVE
DHA-F-6714425,FAITH JABAL PHARMACY LLC,ACTIVE
DHA-F-6951770,FAITH WALK PHARMACY LLC,ACTIVE
DHA-F-0000195,FAITH WAY PHARMACY LLC,ACTIVE
DHA-F-0002401,FAITH WAY PHARMACY LLC BRANCH,ACTIVE
DHA-F-0001719,FAJER MIRDIF PHARMACY L.L.C,ACTIVE
DHA-F-0002417,FAJER MIRDIF PHARMACY LLC BRANCH,ACTIVE
DHA-F-0046596,FAJR ALOROOBA PHARMACY,ACTIVE
DHA-F-2897003,FAKEEH HOME HEALTHCARE FZE,ACTIVE
DHA-F-9666052,FAKEEH MEDI CENTRES PHARMACY FZCO,ACTIVE
DHA-F-9097293,FAKEEH UNIVERSITY HOSPITAL,ACTIVE
DHA-F-9825906,FAKEEH UNIVERSITY HOSPITAL PHARMACY,ACTIVE
DHA-F-0000124,FAKIH IVF,ACTIVE
DHA-F-0000107,FAKIH IVF,ACTIVE
DHA-F-0000927,FAKIH MEDICAL CENTER,ACTIVE
DHA-F-0045651,FALCON MEDICAL CLINIC,ACTIVE
DHA-F-0046791,FALCON PHARMACY,ACTIVE
DHA-F-0045459,FAMILY CLINIC,ACTIVE
DHA-F-8573445,FAMILY DENTAL CLINIC FZE,ACTIVE
DHA-F-0046513,FAMILY DIAGNOSTIC CENTER,ACTIVE
DHA-F-0000259,FAMILY FIRST MEDICAL CENTER LLC,ACTIVE
DHA-F-0001365,FAR BEYOND PHARMACY LLC,ACTIVE
DHA-F-0002379,FARMAX PHARMACY,ACTIVE
DHA-F-6715344,FARNEK GENERAL CLINIC,ACTIVE
DHA-F-0046075,FASHION OPTICS,ACTIVE
DHA-F-0046781,FATHIMA MEDICAL DIAGNOSTIC CENTRE,ACTIVE
DHA-F-0046149,FATIMA ENGLISH SCHOOL,ACTIVE
DHA-F-0001063,FATTAN DENTAL CLINIC LLC,ACTIVE
DHA-F-0046377,FAWAGEE PHARMACY,ACTIVE
DHA-F-0047670,FAWAGEE SCIENTIFIC PHARMACY(L.L.C),ACTIVE
DHA-F-0046686,FEET FIRST -BRANCH(2),ACTIVE
DHA-F-0046889,FEET FIRST SPECIALIZED REHABILAITION CENTRE(BR) IBN BATTOTA,ACTIVE
DHA-F-0046641,FEET FIRST SPECIALIZED REHABILATION CENTER(1),ACTIVE
DHA-F-0046983,FEET FIRST SPECIALIZED REHABILATION CENTRE (BR),ACTIVE
DHA-F-0001182,FERDOWS MEDICAL CENTER L.L.C,ACTIVE
DHA-F-0045416,FERNANDES DENTAL CLINIC,ACTIVE
DHA-F-4824066,FESTIVAL LIFE PHARMACY BR OF LIFE PHARMACY LLC,ACTIVE
DHA-F-8139866,FETO MATERNAL AND GENETYX CENTER FZ - LLC,ACTIVE
DHA-F-0001888,FIFA SPORT MEDICAL CENTER OF EXCELLENCE DUBAI LLC,ACTIVE
DHA-F-0045804,FILLI PHARMACY,ACTIVE
DHA-F-0105222,FINE PLUS MEDICAL CENTER L.L.C,ACTIVE
DHA-F-0046251,FINNDENT DENTAL CLINIC,ACTIVE
DHA-F-0047765,FINNESS SPECIALZED REHABILAITION CENTRE,ACTIVE
DHA-F-0046626,FINOLAS BEAUTY SALON,ACTIVE
DHA-F-0048017,FIRST CARE CLINIC,ACTIVE
DHA-F-0047662,FIRST INTERNATIONAL TRAINING COMPANY,ACTIVE
DHA-F-8411195,FIRST IVF AND DAY SURGERY CENTRE FZ LLC,ACTIVE
DHA-F-0002152,FIRST MED PHARMACY LLC,ACTIVE
DHA-F-0047069,FIRST MEDICAL CENTER,ACTIVE
DHA-F-7595488,FIRST MEDICAL CENTER LLC BRANCH,ACTIVE
DHA-F-0047748,FIRST PRIORITY MEDICAL CENTER,ACTIVE
DHA-F-2391754,FIRST RESPONSE CLINIC L.L.C,ACTIVE
DHA-F-0002486,FIRST RESPONSE HEALTHCARE L.L.C.,ACTIVE
DHA-F-0046693,FIRST SECURITY GROUP (L.L.C),ACTIVE
DHA-F-0046353,FIRST STEPS NURSERY MONTESSORI,ACTIVE
DHA-F-0046439,FIRST VISION TRADING,ACTIVE
DHA-F-4467498,FISIO THERAPY AND REHABILITATION CENTRE,ACTIVE
