facility_code,name,city,country,status
DHA-F-0002463,"DUBAI LONDON CLINIC AND SPECIALTY HOSPITAL BR.",Dubai,UAE,ACTIVE
DHA-F-0047481,"DUBAI LONDON CLINIC BR.",Dubai,UAE,ACTIVE
DHA-F-6161354,"DUBAI LONDON HOSPITAL LLC",Dubai,UAE,ACTIVE
DHA-F-0045446,"DUBAI LONDON SPECIALTY HOSPITAL",Dubai,UAE,ACTIVE
DHA-F-0047890,"DUBAI MARINA NURSERY (BR- OF RAFFLES INT. SCHOOL)",Dubai,UAE,ACTIVE
DHA-F-0047798,"DUBAI MED SPA",Dubai,UAE,ACTIVE
DHA-F-00000MF,"DUBAI MEDICAL FITNESS",Dubai,UAE,ACTIVE
DHA-F-0045560,"DUBAI MEDICAL GROUP",Dubai,UAE,ACTIVE
DHA-F-0045411,"DUBAI MEDICAL LABORATORY",Dubai,UAE,ACTIVE
DHA-F-3503718,"DUBAI MEDICAL UNIVERSITY HOSPITAL",Dubai,UAE,ACTIVE
DHA-F-5630560,"DUBAI MEDICAL UNIVERSITY HOSPITAL PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0000042,"DUBAI MEDICAL VILLAGE- BR",Dubai,UAE,ACTIVE
DHA-F-0046653,"DUBAI METROPOLITAN HOTEL",Dubai,UAE,ACTIVE
DHA-F-0046188,"DUBAI MODERN EDUCATIONAL SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0046180,"DUBAI MODERN HIGH SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0047618,"DUBAI MODERN LABORATORY",Dubai,UAE,ACTIVE
DHA-F-0000203,"DUBAI MUNICIPALITY",Dubai,UAE,ACTIVE
DHA-F-0046128,"DUBAI NATIONAL SCHOOL (AL QUSAIS)",Dubai,UAE,ACTIVE
DHA-F-0047671,"DUBAI NATIONAL SCHOOL(ALBARSHA)",Dubai,UAE,ACTIVE
DHA-F-0046309,"DUBAI NOBLE OPTICALS",Dubai,UAE,ACTIVE
DHA-F-0045988,"DUBAI OPTICAL - AL KHALEEJ CENTRE",Dubai,UAE,ACTIVE
DHA-F-0045991,"DUBAI OPTICAL - CITY CENTRE",Dubai,UAE,ACTIVE
DHA-F-4891005,"DUBAI OPTICAL (BR)",Dubai,UAE,ACTIVE
DHA-F-0047060,"DUBAI OPTICAL (EMIRATES MALL)",Dubai,UAE,ACTIVE
DHA-F-0046961,"DUBAI OPTICAL (IBN BATTOTA)",Dubai,UAE,ACTIVE
DHA-F-0046616,"DUBAI OPTICAL (PALMSTRIP)BRNCH",Dubai,UAE,ACTIVE
DHA-F-0045989,"DUBAI OPTICAL , BURJUMAN CENTRE",Dubai,UAE,ACTIVE
DHA-F-0045990,"DUBAI OPTICAL, AL FAHIDI ROAD",Dubai,UAE,ACTIVE
DHA-F-0046634,"DUBAI OPTICALS (B.R)",Dubai,UAE,ACTIVE
DHA-F-0047428,"DUBAI OPTICALS (L.L.C) BR OUTLET MALL",Dubai,UAE,ACTIVE
DHA-F-0047526,"DUBAI OPTICALS (L.L.C) BR(DUBAI MALL)",Dubai,UAE,ACTIVE
DHA-F-0047336,"DUBAI OPTICALS(BR. DFC)",Dubai,UAE,ACTIVE
DHA-F-0046142,"DUBAI PEARL PVT. SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0045412,"DUBAI PETROLEUM ESTABLISHMENT CLINIC",Dubai,UAE,ACTIVE
DHA-F-000DPRC,"DUBAI PHYSIO & REHAB CENTER",Dubai,UAE,ACTIVE
DHA-F-0045562,"DUBAI PHYSIOTHERAPY & FAMILY MEDICINE CLINIC",Dubai,UAE,ACTIVE
DHA-F-0000511,"DUBAI PHYSIOTHERAPY AND REHABILITATION CENTER DPRC",Dubai,UAE,ACTIVE
DHA-F-0046526,"DUBAI PODIATRY CENTER",Dubai,UAE,ACTIVE
DHA-F-0046263,"DUBAI POLICE GENERAL",Dubai,UAE,ACTIVE
DHA-F-9999990,"DUBAI POLICE PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0045413,"DUBAI POLYCLINIC",Dubai,UAE,ACTIVE
DHA-F-0046300,"DUBAI PORTS  AUTHORITY",Dubai,UAE,ACTIVE
DHA-F-0046134,"DUBAI SCHOLARS PVT. SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0047249,"DUBAI SILICON OASIS",Dubai,UAE,ACTIVE
DHA-F-0047027,"DUBAI SKY CLINIC DENTAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0046431,"DUBAI SMILE DENTAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0001232,"DUBAI SMILE DENTAL CENTRE BRANCH",Dubai,UAE,ACTIVE
DHA-F-0045561,"DUBAI SPECIALIZED MED. CENTER & RESEARCH LABS",Dubai,UAE,ACTIVE
DHA-F-0047061,"DUBAI STAR POLY CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046506,"DUBAI TOWER MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0045559,"DUBAI TRANSPORT COMPANY CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046564,"DUBAI UROLOGY NEPHROLOGY CENTER",Dubai,UAE,ACTIVE
DHA-F-0046678,"DUBAI VISION EYE CENTER",Dubai,UAE,ACTIVE
DHA-F-0046130,"DUBAI WOMEN ASSOCIATION- AL BASATEEN PRIVATE NURSERY",Dubai,UAE,ACTIVE
DHA-F-0047409,"DUBAI WORLD (CIVIL DEFENSE)",Dubai,UAE,ACTIVE
DHA-F-0047083,"DUBAI WORLD TRADE CENTRE",Dubai,UAE,ACTIVE
DHA-F-0001167,"DUBAL PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0045505,"DULSCO MEDICAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0001595,"DULSCO MEDICAL CLINIC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0002218,"DULSCO PHARMACY BR OF DULSCO LLC",Dubai,UAE,ACTIVE
DHA-F-0001644,"DULSCO PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0047715,"DUNE COMMUNITY PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0045524,"DURAIYA KAMAL MEDICAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-7579888,"DURAIYA KAMAL MEDICAL CLINIC - PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0046864,"DUSIT THANI DUBAI",Dubai,UAE,ACTIVE
DHA-F-9511226,"DX BONE BONE AND JOINT EXCELLENCE CENTER (BR OF DXBONE EXCELLENCE CENTER LLC)",Dubai,UAE,ACTIVE
DHA-F-0002204,"DXBONE EXCELLENCE CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0001113,"DXD DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-7374954,"DYNAMIC LIFE CLINIC LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-7974281,"DYNASTY CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047613,"DYNATECH TRAINING CENTRE",Dubai,UAE,ACTIVE
DHA-F-6197542,"E LIVE BEAUTY SPOT DERMATOLOGY CLINIC",Dubai,UAE,ACTIVE
DHA-F-0002009,"EAR CARE MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0000593,"EAST HILL PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0046028,"EAST OPTICALS CO.",Dubai,UAE,ACTIVE
DHA-F-0000605,"EASTERN CLINICAL LABORATORIES",Dubai,UAE,ACTIVE
DHA-F-0045681,"EASTERN NATURAL THERAPY CLINIC",Dubai,UAE,ACTIVE
DHA-F-0000344,"EASY DENTAL",Dubai,UAE,ACTIVE
DHA-F-0000961,"EASY DENTAL BRANCH 2",Dubai,UAE,ACTIVE
DHA-F-0047776,"EASY PHARMACY (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0047704,"EBRAHIM ABDULLA ALI AL SHAMSI",Dubai,UAE,ACTIVE
DHA-F-0047528,"EBSAAR EYE SURGERY CENTRE",Dubai,UAE,ACTIVE
DHA-F-5044728,"ECLIPSE CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-0605563,"ECLIPSE PHARMACY L.L.C",Dubai,UAE,ACTIVE
DHA-F-0001925,"EL ASHRAFIA PHARMACY 1",Dubai,UAE,ACTIVE
DHA-F-0002249,"EL ASHRAFIA PHARMACY 10",Dubai,UAE,ACTIVE
​​DHA-F-0001961,"EL ASHRAFIA PHARMACY 3 BR OF EL ASHRAFIA INVESTMENTS LLC​",Dubai,UAE,ACTIVE
DHA-F-0002094,"EL ASHRAFIA PHARMACY 4 BR OF EL ASHRAFIA INVESTMENTS LLC",Dubai,UAE,ACTIVE
DHA-F-0002030,"EL ASHRAFIA PHARMACY 5 BR OF EL ASHRAFIA INVESTMENTS LLC",Dubai,UAE,ACTIVE
DHA-F-0002197,"EL ASHRAFIA PHARMACY 6 BR OF EL ASHRAFIA INVESTMENTS LLC",Dubai,UAE,ACTIVE
DHA-F-0002085,"EL ASHRAFIA PHARMACY 7 BR OF EL ASHRAFIA INVESTMENT LLC",Dubai,UAE,ACTIVE
DHA-F-0002202,"EL ASHRAFIA PHARMACY 8 BR OF EL ASHRAFIA INVESTMENTS LLC",Dubai,UAE,ACTIVE
DHA-F-0002203,"EL ASHRAFIA PHARMACY 9 BR OF EL ASHRAFIA INVESTMENTS LLC",Dubai,UAE,ACTIVE
DHA-F-0046286,"ELAJ MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0046413,"ELAJ PHARMACY",Dubai,UAE,ACTIVE
DHA-F-2600544,"ELEGANT DENTAL CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-1190004,"ELISTERMED PHARMACY  L.L.C",Dubai,UAE,ACTIVE
DHA-F-5739289,"ELISTERMED POLYCLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-9716216,"ELITE BODY HOME POLY CLINIC L.L.C (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-0444832,"ELITE BODY HOME POLY CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-8806677,"ELITE INNOVATIVE HEALTH SERVICES FZ LLC",Dubai,UAE,ACTIVE
DHA-F-0047998,"ELITE MEDICAL CENTER L.LC",Dubai,UAE,ACTIVE
DHA-F-0047991,"ELITE PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0047711,"ELITE STAR OPTICALS LLC",Dubai,UAE,ACTIVE
DHA-F-0047320,"ELITE STYLE POLYCLINIC",Dubai,UAE,ACTIVE
DHA-F-0046244,"ELIXIR MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0045968,"ELIXIR PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0000120,"ELO AESTHETIC CENTER L.L.C",Dubai,UAE,ACTIVE
DHA-F-0047457,"ELO AESTHETIC CENTRE JLT",Dubai,UAE,ACTIVE
DHA-F-0047735,"EMAAR HOSPITALITY GROUP L.L.C",Dubai,UAE,ACTIVE
DHA-F-0047883,"EMAAR HOSPITALITY GROUP L.L.C. (DISCOVERY GARDENS)",Dubai,UAE,ACTIVE
DHA-F-0047870,"EMAAR HOTELS & RESORTS (L.L.C) ARMANI HOTEL",Dubai,UAE,ACTIVE
DHA-F-0000202,"EMBASSY OF BEAUTY MEDICAL SPA LLC",Dubai,UAE,ACTIVE
DHA-F-0046897,"EMCO BUILDING CONT.L.L.C",Dubai,UAE,ACTIVE
DHA-F-5540173,"EMERALD AVENUE MEDICAL CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-0047040,"EMERALD CITY NURSERY",Dubai,UAE,ACTIVE
DHA-F-0045749,"EMIMAD MEDICINES TRADING",Dubai,UAE,ACTIVE
DHA-F-0045593,"EMIRATES AIRLINE CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047415,"EMIRATES AIRLINE CLINIC (BR)",Dubai,UAE,ACTIVE
DHA-F-0046635,"EMIRATES AYURVEDIC CENTRE",Dubai,UAE,ACTIVE
DHA-F-0046311,"EMIRATES BRITISH NURSERY",Dubai,UAE,ACTIVE
DHA-F-0002020,"EMIRATES CARE PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0047381,"EMIRATES CENTRE FOR SPECIAL NEEDS",Dubai,UAE,ACTIVE
DHA-F-0046818,"EMIRATES CO-OPERATIVE SOCIETY (BR)",Dubai,UAE,ACTIVE
DHA-F-0046573,"EMIRATES CRESCENT MASSAGE CENTER",Dubai,UAE,ACTIVE
DHA-F-0045388,"EMIRATES DIAGNOSTIC CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046303,"EMIRATES DRIVING INSTITUTE",Dubai,UAE,ACTIVE
DHA-F-0046143,"EMIRATES ENGLISH SPEAKING SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0047406,"EMIRATES EUROPEAN MEDICAL CENTRE",Dubai,UAE,ACTIVE
DHA-F-0000074,"EMIRATES GERMAN ORTHOPEDIC CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047426,"EMIRATES GOLF CLUB",Dubai,UAE,ACTIVE
DHA-F-0047533,"EMIRATES HILLS NURSERY(BR OF RAFFLES INTERNATIONAL SCHOOL(L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0047724,"EMIRATES HOME NURSING",Dubai,UAE,ACTIVE
DHA-F-0046466,"EMIRATES HOSPITAL",Dubai,UAE,ACTIVE
DHA-F-0002110,"EMIRATES HOSPITAL CLINICS LLC PALM BR",Dubai,UAE,ACTIVE
DHA-F-0002294,"EMIRATES HOSPITAL DAY SURGERY AND MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-9999986,"EMIRATES HOSPITAL DAY SURGERY AND MEDICAL CENTER PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0002138,"EMIRATES HOSPITAL L.L.C",Dubai,UAE,ACTIVE
DHA-F-0000776,"EMIRATES HOSPITAL PHARMACY",Dubai,UAE,ACTIVE
DHA-F-8722097,"EMIRATES HOSPITALS AND CLINICS L.L.C BRANCH",Dubai,UAE,ACTIVE
DHA-F-0002546,"EMIRATES HOSPITALS AND CLINICS L.L.C. BRANCH",Dubai,UAE,ACTIVE
DHA-F-1893611,"EMIRATES HOSPITALS AND CLINICS LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047850,"EMIRATES HOSPITALS AND CLINICS LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0001658,"EMIRATES HOSPITALS AND CLINICS LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0002004,"EMIRATES HOSPITALS CLINICS BUSINESS BAY LLC",Dubai,UAE,ACTIVE
DHA-F-0001119,"EMIRATES HOSPITALS REHABILITATION AND HOMCARE SERVICES LLC CONVALESCENCE",Dubai,UAE,ACTIVE
DHA-F-0002161,"EMIRATES HOSPITALS REHABILITATION AND HOMECARE SERVICES LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-8003177,"EMIRATES INTEGRA MEDICAL AND SURGERY CENTRE FZ-LLC_2",Dubai,UAE,ACTIVE
DHA-F-0047817,"EMIRATES INTEGRATED TELECOMMUNICATIONS COMPANY CLINIC PJSC",Dubai,UAE,ACTIVE
DHA-F-0046700,"EMIRATES INTERNATIONAL NURSERY",Dubai,UAE,ACTIVE
DHA-F-0046988,"EMIRATES INTERNATIONAL PRIVATE SCHOOL (BR)",Dubai,UAE,ACTIVE
DHA-F-0045539,"EMIRATES INTERNATIONAL SCHOOL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046758,"EMIRATES LIFE SCIENCE (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0046581,"EMIRATES MEDICAL CENTER- FZ",Dubai,UAE,ACTIVE
DHA-F-0047164,"EMIRATES MEDICAL CENTER- FZ (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-5089181,"EMIRATES MEDICAL FITNESS CENTER",Dubai,UAE,ACTIVE
DHA-F-0000137,"EMIRATES NATIONAL IOL CO.LTD(ENOC)L.L.C-DUGAS BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047595,"EMIRATES NATIONAL OIL CO.LTD.(ENOC)L.L.C.",Dubai,UAE,ACTIVE
DHA-F-0046936,"EMIRATES OASIS HEALTH CARE PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0046267,"EMIRATES OPTICAL",Dubai,UAE,ACTIVE
DHA-F-0046782,"EMIRATES OPTICAL (AL QOZ)",Dubai,UAE,ACTIVE
DHA-P-0046055,"EMIRATES OPTICAL (L.L.C) (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-2785270,"EMIRATES OPTICAL (L.L.C) (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-2090126,"EMIRATES OPTICAL (L.L.C) (BRANCH) AL HUDAIBA",Dubai,UAE,ACTIVE
DHA-F-6083384,"EMIRATES OPTICAL (L.L.C) (BRANCH) MOTOR CITY",Dubai,UAE,ACTIVE
DHA-F-8497378,"EMIRATES OPTICAL (L.L.C) (BRANCH) NADD AL HAMAR",Dubai,UAE,ACTIVE
DHA-F-0047226,"EMIRATES OPTICAL (L.L.C) MEZHAR",Dubai,UAE,ACTIVE
DHA-F-9649762,"EMIRATES OPTICAL (L.L.C)(BRANCH) RIGGA 1",Dubai,UAE,ACTIVE
DHA-F-0046433,"EMIRATES OPTICAL BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047808,"EMIRATES OPTICAL L.L.C- BR",Dubai,UAE,ACTIVE
DHA-F-0000911,"EMIRATES OPTICAL L.L.C. AL MANKHOOL BRANCH",Dubai,UAE,ACTIVE
DHA-F-2956447,"EMIRATES PHARMACY BR",Dubai,UAE,ACTIVE
DHA-F-0000223,"EMIRATES PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-3613949,"EMIRATES PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0347148,"EMIRATES PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0001740,"EMIRATES PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047495,"EMIRATES PRECAST CONSTRUCTION (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0002194,"EMIRATES SPECIALITY HOSPITAL FZ LLC",Dubai,UAE,ACTIVE
DHA-F-8882194,"EMIRATES SPECIALITY HOSPITAL PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0046672,"EMIRATES SPECIALIZED LABORATORY",Dubai,UAE,ACTIVE
DHA-F-0002449,"EMIRATES SPORTS MED CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-0002071,"EMIRATES STAR MEDICAL CENTER BRANCH LLC",Dubai,UAE,ACTIVE
DHA-F-0046986,"EMIRATES STAR MEDICAL CENTRE",Dubai,UAE,ACTIVE
DHA-F-0046663,"EMIRATES TOWERS HOTEL",Dubai,UAE,ACTIVE
DHA-F-0045470,"EMIRATES TRADING AGENCY CLINIC (ASCON)",Dubai,UAE,ACTIVE
DHA-F-5276991,"EMORA POLY CLINIC L.L.C",Dubai,UAE,ACTIVE
DHA-F-0001026,"EMPIRE DENTAL CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-3058344,"EN VOGUE BEAUTY & MEDICAL CENTER LTD",Dubai,UAE,ACTIVE
DHA-F-0047727,"ENAYA HOME NURSING SERVICES",Dubai,UAE,ACTIVE
DHA-F-0000899,"ENAYATI HOME HEALTH CARE CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-3563333,"ENDOCARE CLINIC FZ LLC",Dubai,UAE,ACTIVE
DHA-F-3373832,"ENFIELD ROYAL CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-0046146,"ENGLISH LANGUAGE PRIVATE SCHOOL",Dubai,UAE,ACTIVE
DHA-F-1610301,"ENHANCE BY MEDICLINIC (BR OF MEDICLINIC CLINICS INVESTMENT L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0046295,"ENOC",Dubai,UAE,ACTIVE
DHA-F-2524978,"ENT CLINIC OF EXCELLENCE FZ LLC",Dubai,UAE,ACTIVE
DHA-F-8834687,"ENVOGUE MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0046370,"EPSCO L.L.C.",Dubai,UAE,ACTIVE
DHA-F-8252746,"ERADA PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047205,"ESSA KHALFAN BIN KHERBASH",Dubai,UAE,ACTIVE
DHA-F-0046049,"ESSA PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0046530,"ESSENSUALS AROMATHERAPY CENTER",Dubai,UAE,ACTIVE
DHA-F-0000998,"ESSENTIAL DENTAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0002493,"ESTELAZA CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-1749442,"ESTHETIC HAVEN SKIN AND DENTAL CLINIC L.L.C",Dubai,UAE,ACTIVE
DHA-F-0047505,"ESTILO OPTICS",Dubai,UAE,ACTIVE
DHA-F-0045495,"ESTRELA HEALTH CENTER",Dubai,UAE,ACTIVE
DHA-F-0047095,"ETERNEL MEDSPA",Dubai,UAE,ACTIVE
DHA-F-0808772,"ETERNEL POLYCLINIC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047809,"ETERNITY MEDICINE INSTITUTE",Dubai,UAE,ACTIVE
DHA-F-0047828,"ETIHAD OPTICAL VISION L.L.C",Dubai,UAE,ACTIVE
DHA-F-7235776,"ETIHAD OPTICAL VISION LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0120600,"ETIHAD OPTICAL VISION LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0001588,"EUPEPSIA MEDICAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0000796,"EUREKA HOME HEALTH CARE CENTER",Dubai,UAE,ACTIVE
DHA-F-0046917,"EURO AMERICAN MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0045528,"EURO CARE DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046415,"EURO HEALTH PHARMACY (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0000908,"EURO HEALTH PHARMACY L.L.C. BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047820,"EURO LINK SAFETY",Dubai,UAE,ACTIVE
DHA-F-0046299,"EURO STANDARD MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-3672261,"EUROFINS BIOMNIS MIDDLE EAST LLC",Dubai,UAE,ACTIVE
DHA-F-0045414,"EUROHEALTH CLINIC & DIAGNOSTIC CENTER",Dubai,UAE,ACTIVE
DHA-F-0047513,"EUROMED CLINIC CENTRE",Dubai,UAE,ACTIVE
DHA-F-8114738,"EUROPEAN UNIVERSAL CLINIC FZ LLC",Dubai,UAE,ACTIVE
DHA-F-0001402,"EUROPEAN VASCULAR CLINIC DMCC",Dubai,UAE,ACTIVE
DHA-F-0046523,"EUROPEANCARE ORTHOPAEDIC CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047691,"EVAN LIM-PENTA CONSTRUCTION CO(L.L.C)",Dubai,UAE,ACTIVE
DHA-F-1749774,"EVERCARE MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0000158,"EXCEL HEALTHCARE L.L.C - BRANCH OASIS CENTER",Dubai,UAE,ACTIVE
DHA-F-0000877,"EXCELLENCY PHYSIOTHERAPY CENTER",Dubai,UAE,ACTIVE
DHA-F-9831013,"EXCEPTIONAL MEDICAL AMBULANCE AND HEALTHCARE SERVICES",Dubai,UAE,ACTIVE
DHA-F-0001116,"EXECUTIVE OPTICS LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0001093,"EXECUTIVE OPTICS LLC BRANCH RAS ALKHOR",Dubai,UAE,ACTIVE
DHA-F-0001070,"EXECUTIVE OPTICS LLC JUMERAH",Dubai,UAE,ACTIVE
DHA-F-0001348,"EXETER MEDICAL CENTER FOR BONE AND JOINT HEALTH LL",Dubai,UAE,ACTIVE
DHA-F-0000965,"EXPERT MEDICAL CENTER EST LLC",Dubai,UAE,ACTIVE
DHA-F-0047796,"EXPERTS PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0047351,"EXPRESS DENTAL LAB",Dubai,UAE,ACTIVE
DHA-F-0047270,"EXPRESSION OPTICS(L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0047705,"EXTRA LIFE PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0001700,"EXTREME CARE POLYCLINIC",Dubai,UAE,ACTIVE
DHA-F-0000602,"EYE 2 EYE OPTICS TRADING",Dubai,UAE,ACTIVE
DHA-F-0864121,"EYE 2 EYE OPTICS TRADING LLC (BR)",Dubai,UAE,ACTIVE
DHA-F-6614203,"EYE 2 EYE OPTICS TRADING LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-6388570,"EYE 2 EYE OPTICS TRADING LLC BRANCH2",Dubai,UAE,ACTIVE
DHA-F-0046067,"EYE CARE OPTICS INTERNATIONAL",Dubai,UAE,ACTIVE
DHA-F-0048030,"EYE CARE OPTICS INTERNATIONAL (L.L.C) (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-0047580,"EYE CARE OPTICS INTERNATIONAL LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-8876716,"EYE CONSULTANTS FZ-LLC",Dubai,UAE,ACTIVE
DHA-F-887671,"EYE CONSULTANTS FZ-LLC",Dubai,UAE,ACTIVE
DHA-F-3321027,"EYE FASHION OPTICS LLC",Dubai,UAE,ACTIVE
DHA-F-0000182,"EYE LINK OPTICS",Dubai,UAE,ACTIVE
DHA-F-0045997,"EYE LINKS OPTICALS CO.",Dubai,UAE,ACTIVE
DHA-F-0046845,"EYE STYLE OPTICALS",Dubai,UAE,ACTIVE
DHA-F-0046595,"EYE VISION",Dubai,UAE,ACTIVE
DHA-F-0046934,"EYE ZONE GLASSES TRADING",Dubai,UAE,ACTIVE
DHA-F-0000133,"EYELAND OPTICAL L.L.C",Dubai,UAE,ACTIVE
DHA-F-0046808,"EYEQ OPTICALS LLC",Dubai,UAE,ACTIVE
DHA-F-0046314,"EYES 4 ME- BRANCH",Dubai,UAE,ACTIVE
DHA-F-0002380,"EYEZONE BR OF EXCEL ENTERPRISES L.L.C.",Dubai,UAE,ACTIVE
DHA-F-4943825,"F M C MEDICAL CENTER L L C (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-7224843,"FACE CARE CLINIC L L C",Dubai,UAE,ACTIVE
DHA-F-8460425,"FACE LOOK OPTICALS LLC",Dubai,UAE,ACTIVE
DHA-F-0001076,"FAIRMONT HOTEL THE PALM - FZ",Dubai,UAE,ACTIVE
DHA-F-0047113,"FAISAL MOHAMED SULTAN MOHAMED ALI",Dubai,UAE,ACTIVE
DHA-F-0045893,"FAITH  PHARMACY (LLC)",Dubai,UAE,ACTIVE
DHA-F-1289492,"FAITH ACACIA PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-6930572,"FAITH AHLAN PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-3392934,"FAITH AL KHAIL PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0707588,"FAITH ALQOUZ PHARMACY",Dubai,UAE,ACTIVE
DHA-F-6473276,"FAITH CAP 1 PHARMACY L.L.C",Dubai,UAE,ACTIVE
DHA-F-1779115,"FAITH EUROPEAN PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-6382248,"FAITH HAYAA PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-3140077,"FAITH HILLS PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-9737345,"FAITH JABAL MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-6714425,"FAITH JABAL PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-6951770,"FAITH WALK PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0000195,"FAITH WAY PHARMACY LLC",Dubai,UAE,ACTIVE
